"certified","forum.posts","grade","assignment"
"yes",20,3,13
"yes",125,5,12
"yes",118,2,16
"yes",9,4,15
"yes",1,9,2
"no",59,3,6
"yes",1,5,9
"yes",82,10,10
"yes",11,5,12
"yes",127,2,2
"yes",158,9,2
"yes",131,5,14
"yes",26,5,3
"yes",11,5,14
"yes",37,3,17
"yes",114,4,13
"yes",113,3,17
"no",121,6,15
"yes",42,4,15
"no",52,2,12
"no",121,3,9
"yes",2,3,5
"yes",206,4,17
"yes",1,5,13
"yes",27,7,5
"yes",59,3,6
"no",195,4,12
"no",140,5,14
"no",4,5,16
"yes",120,5,15
"no",36,4,2
"yes",130,3,16
"no",159,4,13
"no",121,3,9
"yes",36,3,16
"no",148,3,17
"yes",2,3,11
"no",8,4,10
"yes",15,7,15
"yes",112,2,3
"yes",78,5,14
"no",4,4,16
"no",59,4,10
"yes",37,9,9
"no",130,5,3
"yes",59,4,13
"yes",177,3,11
"yes",206,3,10
"yes",11,5,17
"yes",2,3,12
"no",37,5,1
"no",175,2,1
"no",59,2,10
"yes",96,2,16
"yes",140,3,14
"yes",82,4,14
"no",148,5,16
"yes",4,2,15
"yes",42,3,16
"no",131,3,16
"yes",151,7,1
"yes",26,4,5
"yes",143,4,14
"no",18,6,10
"yes",27,4,9
"no",112,3,16
"yes",81,5,16
"yes",81,3,16
"yes",1,2,11
"no",131,4,12
"yes",18,5,16
"yes",1,5,13
"no",140,3,15
"no",26,2,2
"yes",1,3,16
"yes",51,7,13
"yes",151,7,2
"no",17,2,15
"yes",72,7,15
"yes",1,4,6
"yes",112,3,15
"yes",37,6,15
"no",73,3,6
"yes",61,3,8
"no",73,4,15
"yes",136,4,15
"yes",2,3,3
"yes",78,5,6
"yes",151,3,16
"no",100,3,16
"yes",143,3,15
"yes",130,3,17
"yes",127,4,16
"yes",2,5,6
"yes",113,2,13
"no",127,3,6
"yes",157,3,6
"yes",72,2,16
"yes",114,2,9
"yes",91,5,10
"yes",1,6,12
"no",158,4,13
"yes",37,6,12
"yes",52,2,5
"yes",125,4,13
"yes",140,3,8
"yes",1,4,11
"yes",178,4,17
"yes",1,4,13
"no",158,4,2
"yes",143,3,9
"yes",206,5,6
"yes",130,5,5
"yes",68,5,18
"yes",140,6,16
"no",113,3,15
"yes",177,2,15
"yes",2,2,10
"yes",59,5,13
"yes",113,5,17
"yes",52,5,1
"yes",78,2,13
"yes",105,5,12
"no",81,5,1
"no",127,7,17
"no",151,3,14
"yes",114,5,15
"yes",159,3,16
"yes",11,3,3
"yes",1,3,13
"yes",9,2,10
"yes",15,5,3
"no",72,3,16
"yes",15,2,1
"yes",59,5,13
"no",68,9,13
"yes",120,2,16
"no",105,2,13
"no",4,2,15
"yes",158,3,1
"yes",31,2,8
"yes",131,5,16
"yes",158,5,14
"yes",1,5,16
"yes",140,4,14
"no",136,4,1
"yes",80,4,13
"yes",120,4,15
"yes",73,3,16
"no",87,4,14
"no",78,5,13
"yes",18,3,13
"no",35,5,6
"yes",148,4,16
"yes",18,2,16
"no",91,4,12
"yes",118,4,5
"yes",15,5,10
"yes",2,2,17
"yes",139,3,10
"yes",168,4,14
"yes",61,3,1
"yes",8,3,17
"no",1,5,12
"yes",177,3,16
"yes",15,5,1
"yes",151,3,1
"yes",195,3,16
"yes",51,4,17
"yes",82,6,12
"yes",168,3,16
"yes",18,4,16
"yes",1,3,10
"no",175,5,11
"yes",206,3,13
"yes",37,2,16
"no",96,2,13
"yes",91,4,3
"yes",31,3,13
"yes",157,4,15
"yes",17,2,16
"yes",15,5,1
"yes",140,3,13
"yes",93,6,13
"yes",120,6,3
"yes",120,5,8
"yes",87,3,11
"yes",26,4,16
"yes",93,6,16
"yes",102,10,10
"yes",18,4,9
"yes",11,3,16
"no",195,4,16
"yes",120,2,16
"no",2,2,1
"yes",121,5,9
"yes",26,4,1
"yes",114,2,1
"yes",96,4,16
"yes",130,3,16
"yes",51,3,5
"yes",118,3,6
"yes",130,3,3
"yes",18,4,1
"yes",168,6,10
"no",37,3,16
"no",1,2,1
"yes",159,5,8
"yes",178,2,16
"yes",36,4,9
"yes",113,4,14
"yes",15,4,14
"yes",130,4,16
"yes",35,4,10
"yes",1,6,16
"yes",158,3,10
"no",127,4,1
"yes",72,4,15
"yes",121,7,12
"yes",1,10,12
"yes",120,7,2
"no",8,7,9
"yes",68,3,15
"yes",128,5,13
"yes",52,4,13
"no",26,6,15
"yes",37,5,9
"no",1,5,17
"no",1,4,3
"yes",140,3,15
"yes",113,7,15
"yes",102,5,15
"yes",87,2,1
"yes",195,3,1
"yes",36,6,1
"yes",128,3,10
"yes",118,7,15
"yes",61,3,11
"yes",61,2,3
"yes",100,2,16
"yes",2,3,14
"yes",81,9,16
"yes",37,3,15
"yes",136,5,1
"yes",80,2,16
"yes",31,5,9
"no",118,2,10
"yes",127,2,17
"yes",2,3,17
"yes",130,3,18
"no",1,6,6
"yes",125,3,16
"yes",61,2,16
"yes",143,4,12
"yes",35,4,14
"yes",120,5,16
"no",139,3,16
"yes",118,6,15
"yes",17,2,13
"no",114,3,8
"yes",175,3,12
"no",120,2,17
"yes",1,7,13
"yes",61,4,13
"yes",168,5,9
"yes",125,2,13
"no",131,9,11
"yes",22,2,13
"yes",17,5,2
"no",130,2,16
"yes",36,5,16
"yes",27,7,8
"yes",87,2,13
"yes",96,4,16
"no",139,3,9
"yes",128,3,9
"yes",15,4,12
"yes",42,4,16
"yes",78,3,13
"yes",128,5,15
"no",136,3,16
"yes",168,6,15
"yes",59,2,15
"yes",61,3,10
"no",31,4,15
"yes",206,4,1
"yes",118,2,16
"yes",175,7,16
"yes",2,2,13
"yes",206,4,1
"yes",120,6,1
"yes",68,2,1
"yes",26,4,1
"yes",61,2,13
"yes",1,4,17
"yes",22,7,14
"yes",131,4,16
"yes",11,4,15
"yes",102,3,13
"yes",68,5,13
"no",121,3,13
"yes",35,5,16
"yes",143,4,15
"yes",139,5,1
"yes",151,3,16
"yes",37,2,11
"no",61,2,1
"yes",20,9,12
"yes",2,5,16
"yes",1,6,9
"yes",128,7,12
"yes",140,4,10
"no",1,7,15
"yes",1,3,10
"yes",59,5,1
"yes",68,4,1
"no",131,3,15
"yes",2,3,3
"yes",1,6,16
"yes",158,5,16
"yes",80,6,3
"yes",157,3,6
"yes",35,5,16
"no",52,7,12
"no",120,5,8
"no",127,3,2
"yes",131,2,10
"yes",72,2,16
"yes",158,3,14
"yes",73,7,6
"yes",51,5,14
"no",206,3,15
"no",140,3,2
"yes",9,6,12
"yes",102,7,12
"yes",4,3,6
"no",22,4,17
"no",175,5,16
"yes",102,4,15
"no",91,2,8
"yes",72,7,16
"yes",120,4,8
"no",168,3,16
"no",1,5,15
"yes",73,3,17
"yes",130,3,16
"yes",37,3,14
"yes",139,4,12
"yes",140,4,16
"yes",136,7,3
"yes",2,2,13
"yes",1,5,13
"yes",93,5,16
"yes",15,4,13
"yes",125,2,13
"yes",130,4,10
"no",131,5,15
"no",102,4,16
"yes",118,3,16
"yes",15,3,1
"no",52,7,14
"yes",2,6,13
"yes",206,6,13
"no",11,3,12
"yes",52,4,15
"no",42,6,16
"yes",35,3,16
"yes",4,5,6
"yes",4,7,10
"yes",131,2,10
"yes",52,3,12
"yes",2,4,14
"yes",96,3,1
"yes",8,4,3
"yes",42,5,16
"yes",114,4,16
"yes",15,4,12
"yes",18,4,11
"yes",37,4,12
"yes",140,2,13
"yes",120,3,16
"no",59,5,15
"no",96,3,1
"yes",73,5,13
"yes",168,3,1
"yes",105,3,13
"yes",31,4,13
"yes",68,3,9
"yes",1,5,3
"yes",20,10,10
"no",158,3,10
"yes",140,5,3
"yes",52,3,16
"yes",2,3,13
"yes",68,6,14
"yes",15,4,16
"no",27,3,16
"yes",1,2,10
"no",1,2,6
"no",31,3,17
"yes",91,4,9
"yes",114,4,8
"yes",8,5,2
"no",9,3,17
"yes",31,4,16
"yes",17,5,12
"yes",37,4,15
"yes",130,6,3
"yes",82,4,17
"yes",91,7,3
"yes",68,6,2
"no",178,5,9
"yes",2,4,16
"no",195,6,15
"yes",1,2,17
"no",78,5,9
"no",20,2,13
"yes",26,2,18
"no",42,4,2
"yes",140,4,10
"yes",1,4,1
"yes",72,5,16
"no",139,4,10
"yes",82,2,16
"yes",175,2,6
"no",178,5,1
"no",81,4,9
"yes",8,4,17
"yes",2,2,11
"yes",195,2,17
"yes",118,3,6
"yes",68,5,2
"yes",9,3,13
"yes",1,3,16
"yes",158,5,3
"yes",27,9,15
"no",8,3,16
"yes",113,5,2
"yes",143,3,1
"yes",125,6,16
"yes",59,4,11
"no",52,6,16
"yes",151,5,16
"yes",130,4,16
"yes",118,3,16
"yes",80,2,1
"yes",100,3,16
"yes",118,3,6
"no",195,4,13
"yes",175,5,13
"yes",168,4,16
"yes",4,5,11
"yes",31,4,12
"no",206,3,10
"yes",118,4,14
"no",1,5,1
"yes",78,4,12
"yes",2,3,16
"yes",61,2,16
"yes",1,2,13
"yes",120,6,6
"no",159,4,18
"yes",112,5,13
"yes",72,6,6
"no",158,5,6
"yes",1,3,16
"yes",52,7,10
"yes",148,3,5
"yes",143,9,15
"no",82,4,6
"yes",125,7,16
"yes",51,4,16
"no",114,3,16
"no",81,7,16
"yes",1,4,10
"yes",120,4,14
"yes",82,4,17
"yes",52,5,5
"yes",118,2,17
"no",112,4,3
"yes",26,4,16
"yes",68,2,10
"yes",82,2,1
"no",81,4,16
"yes",2,4,14
"yes",175,3,6
"yes",52,4,12
"yes",80,2,5
"yes",59,5,16
"yes",131,5,13
"yes",18,5,14
"no",130,3,1
"yes",91,4,16
"yes",71,5,17
"yes",52,3,16
"no",105,5,13
"no",195,5,16
"yes",151,4,16
"yes",80,5,16
"yes",93,4,15
"yes",42,3,15
"yes",114,6,1
"yes",96,4,1
"yes",15,5,15
"yes",2,4,11
"yes",18,6,13
"yes",81,6,15
"yes",114,3,3
"yes",31,3,15
"yes",18,2,1
"no",72,3,10
"no",143,3,6
"yes",61,5,13
"yes",195,5,13
"yes",1,3,16
"yes",128,5,17
"yes",15,2,16
"yes",195,5,15
"no",158,2,15
"yes",178,2,5
"no",1,2,13
"no",9,3,2
"yes",17,3,16
"yes",59,3,14
"yes",35,5,14
"yes",113,5,14
"yes",175,9,13
"yes",87,7,13
"no",73,7,14
"yes",82,4,1
"yes",68,5,12
"yes",1,9,5
"yes",4,4,6
"yes",143,5,11
"yes",131,2,11
"yes",1,4,10
"yes",81,5,11
"yes",26,3,9
"yes",36,5,3
"yes",148,7,16
"yes",91,3,5
"yes",26,3,16
"yes",15,3,3
"yes",114,3,16
"yes",81,3,13
"no",51,4,3
"yes",82,3,12
"yes",114,4,17
"yes",20,5,2
"yes",1,5,13
"no",31,3,2
"yes",91,2,17
"yes",1,5,16
"no",91,3,15
"no",8,3,15
"no",113,3,16
"yes",178,5,1
"no",2,3,16
"no",42,3,1
"yes",2,5,10
"yes",118,2,3
"yes",59,4,11
"yes",36,5,5
"yes",59,3,13
"yes",1,4,16
"yes",22,3,16
"yes",4,5,9
"yes",31,3,5
"yes",37,2,13
"no",127,3,10
"no",140,3,15
"yes",22,5,15
"no",158,2,15
"yes",139,4,3
"yes",130,2,13
"yes",78,2,15
"yes",130,5,15
"yes",113,5,11
"no",35,5,12
"yes",195,3,3
"no",91,3,1
"yes",78,7,15
"yes",178,5,13
"yes",158,3,11
"yes",20,3,11
"yes",130,3,6
"yes",93,2,1
"no",1,5,15
"no",1,3,3
"no",9,5,13
"yes",2,10,13
"yes",121,7,16
"yes",105,2,1
"yes",81,5,6
"yes",1,7,16
"yes",2,5,13
"yes",97,5,16
"yes",2,4,12
"yes",143,5,15
"yes",26,5,13
"no",120,5,13
"yes",2,3,15
"yes",22,4,16
"yes",151,2,15
"no",131,3,2
"no",36,3,14
"yes",1,3,13
"yes",131,10,13
"yes",36,5,1
"yes",151,4,16
"no",102,3,12
"no",22,2,10
"no",136,4,16
"no",102,2,12
"yes",2,2,14
"no",100,5,17
"yes",130,3,1
"yes",31,3,16
"yes",159,3,14
"yes",36,7,5
"yes",120,6,6
"no",175,3,5
"no",27,3,3
"yes",22,3,16
"yes",127,3,15
"no",93,7,13
"yes",178,3,14
"yes",1,5,16
"yes",127,7,13
"yes",15,5,12
"no",18,2,11
"yes",37,2,16
"yes",78,4,16
"yes",73,3,12
"yes",2,4,16
"yes",175,3,15
"yes",15,5,17
"yes",151,7,13
"yes",11,5,13
"yes",113,7,5
"yes",8,3,10
"yes",206,3,14
"yes",93,3,13
"yes",118,4,12
"yes",9,3,13
"yes",22,4,16
"yes",105,5,16
"yes",87,3,1
"yes",42,5,11
"yes",1,4,15
"yes",18,4,16
"yes",87,6,14
"yes",118,4,17
"yes",195,7,16
"yes",9,3,11
"yes",15,5,16
"yes",22,3,13
"yes",37,10,2
"yes",78,3,5
"yes",140,3,1
"yes",140,2,5
"yes",15,7,13
"yes",140,4,10
"yes",18,4,16
"yes",97,3,3
"yes",31,3,16
"no",113,4,15
"yes",81,3,15
"yes",8,2,1
"yes",136,3,6
"yes",9,3,9
"yes",1,2,12
"yes",91,4,17
"yes",59,6,13
"yes",140,4,15
"yes",120,2,15
"no",139,4,6
"no",195,2,15
"yes",36,5,13
"yes",71,6,9
"yes",177,4,9
"yes",112,4,14
"yes",51,3,5
"yes",112,3,5
"no",128,4,17
"yes",20,4,14
"yes",148,3,5
"yes",131,3,13
"yes",178,3,2
"yes",22,6,16
"yes",9,4,15
"yes",68,5,16
"yes",26,3,12
"yes",195,3,13
"yes",20,3,15
"no",96,7,11
"no",27,2,10
"yes",15,4,9
"yes",128,3,6
"yes",127,5,13
"yes",157,7,13
"no",139,3,2
"yes",91,4,14
"yes",118,3,13
"yes",9,4,3
"yes",17,7,12
"no",4,5,16
"yes",178,3,12
"yes",148,5,18
"yes",9,4,16
"yes",15,5,12
"yes",159,5,14
"yes",18,5,15
"yes",121,3,2
"no",20,2,16
"yes",27,3,5
"yes",72,3,5
"no",2,2,10
"yes",2,7,13
"no",206,2,12
"yes",17,3,13
"yes",118,2,17
"no",102,5,15
"yes",140,3,5
"yes",52,4,8
"yes",143,6,16
"yes",143,2,16
"yes",4,4,1
"yes",18,4,14
"yes",52,3,15
"yes",27,7,10
"yes",125,3,14
"yes",127,6,8
"yes",158,2,1
"yes",8,3,15
"yes",125,3,2
"yes",52,9,5
"yes",59,3,3
"yes",102,4,14
"yes",35,3,6
"yes",121,5,13
"no",17,3,13
"yes",42,10,17
"yes",93,4,5
"yes",97,3,5
"yes",118,4,2
"yes",81,4,16
"no",18,2,2
"yes",206,4,17
"yes",9,4,17
"yes",1,5,13
"yes",61,3,14
"yes",131,7,16
"yes",68,3,13
"yes",175,3,2
"no",1,5,2
"yes",61,4,1
"yes",131,5,12
"yes",15,3,8
"yes",2,6,12
"yes",8,4,13
"yes",35,4,12
"no",61,3,6
"yes",127,5,9
"yes",118,5,15
"yes",136,3,16
"yes",105,5,1
"yes",27,4,15
"yes",151,5,18
"yes",2,2,13
"yes",120,2,16
"no",93,2,6
"yes",120,3,2
"yes",59,3,2
"yes",127,5,13
"yes",139,2,2
"yes",120,7,17
"yes",35,4,8
"no",8,5,12
"yes",80,4,13
"yes",105,2,1
"no",15,5,10
"yes",2,4,12
"yes",2,3,6
"no",175,5,10
"yes",18,3,10
"yes",118,2,17
"yes",52,6,15
"yes",127,4,3
"no",72,10,9
"yes",206,2,13
"yes",1,4,5
"yes",1,7,5
"no",100,2,16
"yes",52,3,1
"no",105,3,17
"yes",36,3,9
"yes",159,2,12
"yes",139,4,6
"yes",1,3,13
"yes",158,6,15
"no",175,4,16
"yes",71,9,16
"yes",36,2,10
"yes",9,4,16
"yes",139,5,9
"yes",113,5,8
"yes",73,5,16
"yes",121,4,15
"yes",206,5,6
"yes",100,2,2
"yes",151,5,2
"yes",87,2,16
"yes",114,4,15
"no",1,5,11
"yes",157,4,14
"yes",82,4,16
"yes",136,5,16
"yes",118,2,13
"yes",81,4,16
"yes",128,4,13
"no",9,3,6
"no",8,5,14
"yes",4,3,1
"yes",1,5,9
"yes",96,7,12
"yes",112,4,13
"yes",72,5,1
"yes",130,2,1
"yes",140,5,5
"yes",2,3,12
"yes",51,7,9
"yes",18,3,6
"yes",114,7,1
"yes",140,3,14
"yes",96,4,12
"yes",68,2,10
"yes",157,5,15
"yes",31,3,15
"yes",113,5,13
"yes",148,4,15
"yes",118,5,13
"no",17,3,14
"yes",71,2,16
"yes",130,4,13
"yes",71,4,9
"yes",80,5,11
"yes",112,3,17
"yes",11,5,1
"yes",81,7,8
"yes",139,2,2
"yes",1,3,13
"yes",125,2,8
"yes",1,3,1
"yes",2,4,1
"yes",61,2,13
"yes",82,2,2
"yes",105,4,12
"yes",140,4,16
"yes",159,3,14
"yes",61,3,16
"yes",105,3,14
"yes",118,9,15
"yes",22,5,9
"yes",78,2,13
"yes",72,9,13
"yes",93,6,15
"yes",35,3,1
"no",87,5,16
"yes",27,7,2
"yes",52,3,16
"yes",82,5,18
"yes",206,5,16
"no",52,5,13
"yes",114,4,17
"yes",68,3,16
"yes",18,5,12
"yes",130,7,10
"no",120,3,11
"no",61,3,16
"no",114,9,6
"yes",140,3,14
"yes",139,5,16
"yes",1,3,16
"yes",37,3,8
"yes",143,4,16
"no",8,7,16
"yes",130,2,11
"no",15,3,16
"yes",42,2,16
"yes",91,2,16
"yes",18,3,11
"yes",31,4,17
"yes",81,3,8
"yes",113,2,16
"yes",102,6,13
"yes",158,4,12
"yes",78,3,16
"yes",36,2,12
"yes",87,3,13
"yes",120,6,14
"yes",177,4,9
"yes",114,5,15
"yes",128,3,14
"yes",206,2,13
"yes",31,7,13
"yes",36,4,10
"yes",80,2,1
"yes",151,5,3
"yes",8,2,16
"yes",71,7,16
"yes",112,4,15
"yes",139,3,10
"yes",73,5,6
"yes",61,3,16
"no",128,5,8
"yes",4,3,13
"yes",112,5,15
"yes",105,4,11
"yes",120,3,16
"yes",100,3,11
"no",136,5,16
"yes",2,5,1
"no",128,7,9
"yes",80,5,3
"yes",1,5,8
"yes",9,3,11
"yes",17,7,10
"yes",31,6,14
"no",128,3,16
"yes",206,4,16
"yes",8,5,16
"no",78,3,12
"yes",1,2,15
"yes",113,4,14
"yes",128,5,9
"no",18,3,12
"yes",42,5,12
"yes",168,3,2
"yes",15,4,16
"yes",97,4,1
"yes",1,3,16
"yes",100,3,13
"yes",71,5,1
"yes",1,3,16
"yes",35,4,16
"yes",128,4,12
"yes",158,2,11
"no",9,4,12
"no",143,5,5
"yes",206,5,12
"no",130,3,12
"yes",168,5,13
"no",139,3,15
"yes",131,3,1
"yes",15,5,13
"yes",120,5,16
"yes",72,4,13
"yes",31,3,12
"yes",195,3,15
"yes",15,10,12
"no",2,4,17
"yes",140,7,3
"no",130,3,5
"no",158,4,12
"yes",206,3,11
"no",118,3,14
"yes",73,5,2
"yes",140,5,9
"yes",37,7,13
"no",120,4,6
"yes",82,2,16
"no",8,3,8
"yes",151,3,13
"yes",125,5,5
"yes",102,5,16
"yes",68,5,11
"yes",151,3,16
"yes",113,2,3
"yes",96,5,16
"yes",17,4,5
"yes",113,2,3
"yes",159,4,3
"yes",195,3,16
"yes",175,4,15
"no",175,3,13
"yes",17,4,11
"yes",35,5,16
"yes",113,3,6
"yes",61,3,16
"yes",2,3,15
"yes",1,5,15
"no",159,3,16
"no",61,3,16
"yes",148,4,11
"yes",130,2,3
"yes",118,3,1
"yes",72,2,3
"yes",9,3,9
"yes",96,3,9
"yes",61,4,3
"yes",4,3,5
"yes",175,6,15
"yes",112,5,1
"no",128,3,12
"yes",139,7,17
"yes",72,2,13
"yes",102,5,13
"yes",36,3,17
"yes",120,3,16
"no",9,5,6
"no",22,5,3
"yes",140,5,12
"yes",140,3,12
"yes",157,2,3
"yes",68,5,16
"yes",36,5,10
"yes",96,4,8
"yes",68,4,17
"no",175,6,16
"no",175,3,5
"yes",178,3,13
"yes",168,5,6
"yes",131,5,16
"yes",68,5,9
"yes",112,6,14
"yes",59,3,15
"yes",1,5,8
"yes",130,5,1
"yes",105,10,13
"yes",27,7,13
"no",1,3,3
"yes",140,3,12
"yes",1,5,12
"yes",131,5,10
"yes",72,7,15
"yes",82,2,13
"yes",81,10,14
"yes",121,4,17
"yes",177,5,10
"no",206,3,16
"no",175,5,12
"yes",72,2,14
"yes",17,7,11
"no",120,3,15
"yes",195,2,16
"no",130,4,16
"no",42,5,16
"yes",128,3,16
"no",2,5,16
"yes",17,2,16
"no",15,5,17
"yes",177,3,9
"yes",139,5,12
"yes",177,6,15
"yes",158,3,16
"yes",131,10,16
"yes",168,3,16
"yes",1,2,8
"yes",178,10,10
"yes",18,3,12
"no",18,7,11
"yes",102,5,13
"yes",42,4,5
"yes",72,3,9
"yes",178,5,18
"yes",175,3,14
"yes",78,5,18
"yes",61,3,14
"yes",72,3,15
"yes",51,3,11
"no",143,3,10
"yes",1,5,12
"no",1,3,16
"yes",128,6,15
"yes",2,4,16
"yes",178,2,11
"no",27,5,16
"yes",102,5,13
"yes",78,3,13
"yes",31,5,10
"yes",1,4,1
"yes",72,4,15
"yes",175,3,10
"yes",51,2,13
"yes",139,5,13
"yes",131,2,13
"yes",61,4,12
"no",100,4,17
"yes",9,3,16
"yes",97,3,5
"yes",102,4,13
"no",26,3,12
"no",8,5,3
"yes",93,6,9
"yes",15,5,10
"yes",27,3,13
"yes",36,3,13
"yes",87,2,8
"no",100,5,15
"yes",61,3,5
"yes",206,3,13
"no",59,4,16
"no",102,4,14
"yes",136,4,17
"no",4,5,18
"yes",100,3,9
"yes",15,5,16
"yes",36,4,15
"no",175,5,15
"no",102,2,16
"yes",1,3,15
"no",120,3,16
"yes",136,3,6
"yes",143,3,13
"no",82,6,1
"yes",15,3,15
"yes",11,4,17
"yes",9,2,12
"yes",112,4,3
"yes",51,3,13
"yes",82,5,1
"yes",130,3,2
"yes",113,4,13
"yes",148,7,14
"no",2,5,5
"yes",128,4,2
"yes",1,5,13
"yes",136,3,3
"yes",118,5,13
"yes",128,5,17
"yes",59,3,16
"no",113,3,16
"yes",139,2,15
"yes",4,6,13
"yes",114,3,1
"yes",175,9,13
"no",127,5,11
"yes",68,5,13
"yes",71,4,17
"no",158,5,16
"yes",1,2,1
"yes",18,5,12
"yes",80,3,1
"no",120,4,13
"yes",72,6,16
"no",1,3,10
"yes",151,5,18
"no",36,5,16
"yes",178,6,16
"no",91,2,16
"yes",118,2,12
"yes",105,5,14
"no",113,5,13
"no",4,2,16
"no",143,3,13
"yes",1,4,5
"yes",1,5,9
"yes",61,3,1
"no",140,6,15
"no",120,2,14
"yes",9,5,16
"yes",17,3,13
"yes",2,5,15
"yes",1,5,13
"yes",130,3,16
"yes",8,3,13
"yes",195,4,16
"yes",15,4,16
"yes",105,3,1
"yes",112,4,2
"yes",96,4,9
"no",2,2,12
"no",91,4,13
"yes",93,3,1
"yes",61,7,1
"yes",37,3,13
"yes",9,2,12
"yes",175,3,5
"yes",97,3,11
"no",130,6,10
"yes",18,2,15
"yes",4,2,2
"no",195,4,3
"yes",102,3,16
"yes",18,3,13
"no",158,3,13
"yes",102,7,13
"yes",80,3,12
"yes",168,3,1
"yes",36,7,13
"no",27,5,5
"yes",4,5,9
"yes",130,4,16
"yes",100,3,11
"yes",61,5,17
"no",96,5,15
"yes",37,2,5
"no",158,3,13
"yes",114,3,8
"yes",27,3,13
"yes",15,3,13
"yes",2,3,1
"yes",1,9,15
"no",61,3,16
"yes",15,2,6
"yes",2,3,12
"yes",195,3,17
"yes",20,4,14
"yes",139,6,10
"yes",140,4,17
"yes",42,3,16
"yes",81,2,17
"yes",18,5,17
"no",136,3,11
"yes",8,7,6
"yes",136,4,15
"no",15,4,18
"yes",35,4,6
"yes",2,7,3
"yes",91,5,16
"yes",81,5,10
"no",36,3,9
"yes",121,5,1
"no",140,5,12
"yes",81,5,1
"yes",68,5,16
"no",151,3,15
"yes",15,3,6
"no",73,3,16
"yes",120,3,16
"yes",59,5,13
"no",9,4,16
"no",51,5,12
"yes",1,5,16
"yes",159,3,16
"yes",18,7,16
"yes",177,2,13
"no",26,3,8
"yes",195,7,1
"no",2,5,14
"no",26,4,3
"yes",112,4,10
"yes",31,3,15
"yes",61,5,12
"yes",127,4,6
"yes",82,5,1
"yes",168,4,10
"yes",102,3,18
"yes",1,2,16
"yes",81,3,16
"yes",22,4,5
"yes",1,2,16
"yes",159,3,3
"no",59,4,16
"yes",136,5,2
"yes",68,3,6
"yes",51,2,8
"yes",1,4,16
"no",157,5,14
"yes",130,6,13
"yes",52,5,9
"yes",81,4,2
"yes",118,3,16
"yes",80,2,8
"no",121,7,10
"no",157,2,15
"yes",82,7,12
"yes",9,3,2
"yes",157,3,11
"yes",157,7,16
"yes",127,5,2
"yes",91,7,6
"yes",130,5,16
"yes",9,5,1
"yes",59,2,16
"yes",22,4,14
"yes",97,3,15
"no",1,3,3
"yes",140,5,5
"yes",130,3,16
"yes",2,3,13
"yes",52,3,10
"no",80,5,1
"yes",51,5,16
"no",105,5,14
"no",87,2,1
"yes",102,2,15
"no",102,3,1
"yes",61,5,13
"no",2,3,16
"yes",87,5,14
"no",139,3,9
"yes",158,2,11
"yes",130,4,8
"yes",26,2,16
"yes",114,4,6
"no",27,4,16
"no",96,4,15
"yes",102,5,14
"yes",151,3,15
"yes",195,3,8
"yes",121,4,9
"yes",2,2,12
"yes",112,2,14
"yes",15,5,5
"yes",125,4,11
"yes",73,3,13
"yes",51,4,15
"yes",121,2,6
"yes",15,2,15
"yes",59,5,15
"no",26,4,18
"yes",159,4,13
"yes",113,2,15
"yes",139,3,9
"no",178,5,5
"yes",9,2,10
"yes",130,5,16
"yes",27,3,3
"yes",15,3,16
"yes",22,5,6
"yes",91,2,6
"no",68,4,16
"yes",80,4,17
"no",20,7,16
"no",195,3,16
"yes",87,4,11
"yes",140,5,16
"yes",139,5,16
"yes",118,2,10
"yes",178,7,9
"yes",1,5,16
"yes",157,3,15
"yes",157,3,3
"yes",158,4,9
"yes",81,4,16
"no",27,3,6
"yes",206,5,15
"yes",15,3,1
"yes",61,3,17
"yes",100,2,13
"no",4,3,6
"no",130,7,13
"yes",11,5,13
"yes",18,10,2
"yes",9,3,13
"yes",130,4,16
"yes",159,3,13
"yes",100,3,12
"yes",151,4,15
"yes",148,5,2
"yes",175,3,1
"yes",51,3,16
"yes",91,3,13
"no",1,2,16
"yes",61,4,16
"yes",143,2,6
"yes",73,3,13
"no",136,3,17
"yes",26,7,13
"yes",2,3,16
"no",1,2,16
"yes",96,4,17
"yes",139,3,9
"yes",143,3,16
"no",2,4,15
"yes",151,3,5
"yes",131,5,6
"no",136,3,3
"yes",15,5,16
"yes",26,6,6
"yes",73,6,13
"yes",159,2,5
"yes",72,4,11
"yes",114,7,10
"yes",195,2,6
"yes",175,3,16
"yes",18,2,2
"yes",159,4,16
"no",175,4,16
"yes",1,5,5
"no",125,3,13
"yes",35,4,16
"yes",140,3,3
"yes",27,10,16
"yes",26,5,1
"yes",87,3,13
"yes",100,3,9
"no",1,3,2
"yes",9,4,15
"yes",151,4,16
"yes",112,3,13
"yes",168,3,16
"yes",118,6,3
"yes",158,5,16
"no",121,2,13
"yes",131,5,9
"yes",195,4,18
"yes",51,5,12
"yes",112,2,16
"no",128,5,15
"no",100,4,10
"yes",93,3,2
"yes",130,3,6
"yes",78,5,16
"yes",1,5,12
"yes",61,5,16
"no",113,7,16
"yes",148,2,15
"yes",2,3,12
"no",15,6,12
"yes",130,3,13
"yes",80,2,9
"no",36,5,14
"yes",91,3,16
"yes",121,2,1
"yes",37,3,5
"yes",112,5,8
"no",73,5,16
"yes",72,5,2
"no",4,4,12
"no",114,4,8
"yes",52,6,9
"yes",96,3,16
"yes",15,3,9
"yes",61,4,14
"yes",73,3,6
